1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.115589 cmd_parse_build_commands 0:3 0:1: -X
1783499626.115592 cmd_parse_build_commands 0:3 0:2: page-down
1783499626.115596 cmd_parse_build_commands 0:0: send
1783499626.115599 cmd_parse_build_commands 0:1: -X
1783499626.115601 cmd_parse_build_commands 0:2: page-down
1783499626.115607 args_parse_flags: next -X
1783499626.115609 args_parse_flags: -X
1783499626.115612 args_parse_flags: next page-down
1783499626.115614 args_parse: flags end at 2 of 3
1783499626.115617 args_parse: 2 = page-down (type STRING)
1783499626.115623 cmd_parse_build_commands: send-keys -X page-down
1783499626.115627 args_parse_flags: next -Tcopy-mode-vi
1783499626.115629 args_parse_flag_argument: -T = copy-mode-vi
1783499626.115632 args_parse_flags: next C-f
1783499626.115634 args_parse: flags end at 2 of 4
1783499626.115637 args_parse: 2 = C-f (type STRING)
1783499626.115709 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1783499626.115727 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1783499626.115735 cmdq_get_command: [bind-key/0x58e47251de10] group 1984
1783499626.115739 cmdq_append <global>: [bind-key/0x58e47251de10]
1783499626.115743 yylex_token: end at WS
1783499626.115746 yylex_token: bind
1783499626.115749 yylex_token: end at WS
1783499626.115752 yylex_token: -Tcopy-mode-vi
1783499626.115755 yylex_token: end at WS
1783499626.115758 yylex_token: C-h
1783499626.115761 yylex_token: end at WS
1783499626.115763 yylex_token: send
1783499626.115766 yylex_token: end at WS
1783499626.115768 yylex_token: -X
1783499626.115771 yylex_token: end at WS
1783499626.115774 yylex_token: cursor-left
1783499626.115780 cmd_parse_build_commands 0:0: bind
1783499626.115783 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.115786 cmd_parse_build_commands 0:2: C-h
1783499626.115789 cmd_parse_build_commands 0:3 0:0: send
1783499626.115792 cmd_parse_build_commands 0:3 0:1: -X
1783499626.115794 cmd_parse_build_commands 0:3 0:2: cursor-left
1783499626.115799 cmd_parse_build_commands 0:0: send
1783499626.115802 cmd_parse_build_commands 0:1: -X
1783499626.115815 cmd_parse_build_commands 0:2: cursor-left
1783499626.115823 args_parse_flags: next -X
1783499626.115825 args_parse_flags: -X
1783499626.115828 args_parse_flags: next cursor-left
1783499626.115831 args_parse: flags end at 2 of 3
1783499626.115834 args_parse: 2 = cursor-left (type STRING)
1783499626.115842 cmd_parse_build_commands: send-keys -X cursor-left
1783499626.115846 args_parse_flags: next -Tcopy-mode-vi
1783499626.115849 args_parse_flag_argument: -T = copy-mode-vi
1783499626.115852 args_parse_flags: next C-h
1783499626.115855 args_parse: flags end at 2 of 4
1783499626.115858 args_parse: 2 = C-h (type STRING)
1783499626.115864 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1783499626.115875 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1783499626.115882 cmdq_get_command: [bind-key/0x58e47251e260] group 1992
1783499626.115885 cmdq_append <global>: [bind-key/0x58e47251e260]
1783499626.115896 yylex_token: end at WS
1783499626.115899 yylex_token: bind
1783499626.115902 yylex_token: end at WS
1783499626.115905 yylex_token: -Tcopy-mode-vi
1783499626.115908 yylex_token: end at WS
1783499626.115910 yylex_token: C-j
1783499626.115912 yylex_token: end at WS
1783499626.115915 yylex_token: send
1783499626.115917 yylex_token: end at WS
1783499626.115919 yylex_token: -X
1783499626.115923 yylex_token: end at WS
1783499626.115925 yylex_token: copy-pipe-and-cancel
1783499626.115930 cmd_parse_build_commands 0:0: bind
1783499626.115933 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.115936 cmd_parse_build_commands 0:2: C-j
1783499626.115939 cmd_parse_build_commands 0:3 0:0: send
1783499626.115942 cmd_parse_build_commands 0:3 0:1: -X
1783499626.115945 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1783499626.115949 cmd_parse_build_commands 0:0: send
1783499626.115952 cmd_parse_build_commands 0:1: -X
1783499626.115955 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1783499626.115960 args_parse_flags: next -X
1783499626.115962 args_parse_flags: -X
1783499626.115965 args_parse_flags: next copy-pipe-and-cancel
1783499626.115967 args_parse: flags end at 2 of 3
1783499626.115971 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1783499626.115978 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1783499626.115981 args_parse_flags: next -Tcopy-mode-vi
1783499626.115984 args_parse_flag_argument: -T = copy-mode-vi
1783499626.115987 args_parse_flags: next C-j
1783499626.115989 args_parse: flags end at 2 of 4
1783499626.115992 args_parse: 2 = C-j (type STRING)
1783499626.115999 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1783499626.116010 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1783499626.116015 cmdq_get_command: [bind-key/0x58e47251eba0] group 2000
1783499626.116018 cmdq_append <global>: [bind-key/0x58e47251eba0]
1783499626.116023 yylex_token: end at WS
1783499626.116025 yylex_token: bind
1783499626.116028 yylex_token: end at WS
1783499626.116031 yylex_token: -Tcopy-mode-vi
1783499626.116034 yylex_token: end at WS
1783499626.116036 yylex_token: Enter
1783499626.116039 yylex_token: end at WS
1783499626.116041 yylex_token: send
1783499626.116043 yylex_token: end at WS
1783499626.116046 yylex_token: -X
1783499626.116049 yylex_token: end at WS
1783499626.116051 yylex_token: copy-pipe-and-cancel
1783499626.116057 cmd_parse_build_commands 0:0: bind
1783499626.116060 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116091 cmd_parse_build_commands 0:2: Enter
1783499626.116105 cmd_parse_build_commands 0:3 0:0: send
1783499626.116108 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116110 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1783499626.116116 cmd_parse_build_commands 0:0: send
1783499626.116117 cmd_parse_build_commands 0:1: -X
1783499626.116119 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1783499626.116123 args_parse_flags: next -X
1783499626.116124 args_parse_flags: -X
1783499626.116126 args_parse_flags: next copy-pipe-and-cancel
1783499626.116127 args_parse: flags end at 2 of 3
1783499626.116223 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1783499626.116235 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1783499626.116238 args_parse_flags: next -Tcopy-mode-vi
1783499626.116240 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116242 args_parse_flags: next Enter
1783499626.116244 args_parse: flags end at 2 of 4
1783499626.116245 args_parse: 2 = Enter (type STRING)
1783499626.116249 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1783499626.116256 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1783499626.116260 cmdq_get_command: [bind-key/0x58e47251edb0] group 2008
1783499626.116262 cmdq_append <global>: [bind-key/0x58e47251edb0]
1783499626.116266 yylex_token: end at WS
1783499626.116268 yylex_token: bind
1783499626.116270 yylex_token: end at WS
1783499626.116271 yylex_token: -Tcopy-mode-vi
1783499626.116273 yylex_token: end at WS
1783499626.116274 yylex_token: C-u
1783499626.116275 yylex_token: end at WS
1783499626.116276 yylex_token: send
1783499626.116278 yylex_token: end at WS
1783499626.116279 yylex_token: -X
1783499626.116280 yylex_token: end at WS
1783499626.116281 yylex_token: halfpage-up
1783499626.116285 cmd_parse_build_commands 0:0: bind
1783499626.116286 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116288 cmd_parse_build_commands 0:2: C-u
1783499626.116289 cmd_parse_build_commands 0:3 0:0: send
1783499626.116291 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116292 cmd_parse_build_commands 0:3 0:2: halfpage-up
1783499626.116295 cmd_parse_build_commands 0:0: send
1783499626.116296 cmd_parse_build_commands 0:1: -X
1783499626.116297 cmd_parse_build_commands 0:2: halfpage-up
1783499626.116301 args_parse_flags: next -X
1783499626.116302 args_parse_flags: -X
1783499626.116304 args_parse_flags: next halfpage-up
1783499626.116305 args_parse: flags end at 2 of 3
1783499626.116307 args_parse: 2 = halfpage-up (type STRING)
1783499626.116311 cmd_parse_build_commands: send-keys -X halfpage-up
1783499626.116312 args_parse_flags: next -Tcopy-mode-vi
1783499626.116314 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116315 args_parse_flags: next C-u
1783499626.116316 args_parse: flags end at 2 of 4
1783499626.116317 args_parse: 2 = C-u (type STRING)
1783499626.116380 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1783499626.116389 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1783499626.116394 cmdq_get_command: [bind-key/0x58e47251f000] group 2016
1783499626.116396 cmdq_append <global>: [bind-key/0x58e47251f000]
1783499626.116471 yylex_token: end at WS
1783499626.116479 yylex_token: bind
1783499626.116482 yylex_token: end at WS
1783499626.116484 yylex_token: -Tcopy-mode-vi
1783499626.116486 yylex_token: end at WS
1783499626.116487 yylex_token: C-v
1783499626.116489 yylex_token: end at WS
1783499626.116490 yylex_token: send
1783499626.116491 yylex_token: end at WS
1783499626.116493 yylex_token: -X
1783499626.116494 yylex_token: end at WS
1783499626.116496 yylex_token: rectangle-toggle
1783499626.116500 cmd_parse_build_commands 0:0: bind
1783499626.116502 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116503 cmd_parse_build_commands 0:2: C-v
1783499626.116505 cmd_parse_build_commands 0:3 0:0: send
1783499626.116506 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116508 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1783499626.116512 cmd_parse_build_commands 0:0: send
1783499626.116513 cmd_parse_build_commands 0:1: -X
1783499626.116514 cmd_parse_build_commands 0:2: rectangle-toggle
1783499626.116518 args_parse_flags: next -X
1783499626.116520 args_parse_flags: -X
1783499626.116521 args_parse_flags: next rectangle-toggle
1783499626.116523 args_parse: flags end at 2 of 3
1783499626.116525 args_parse: 2 = rectangle-toggle (type STRING)
1783499626.116530 cmd_parse_build_commands: send-keys -X rectangle-toggle
1783499626.116531 args_parse_flags: next -Tcopy-mode-vi
1783499626.116533 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116541 args_parse_flags: next C-v
1783499626.116543 args_parse: flags end at 2 of 4
1783499626.116544 args_parse: 2 = C-v (type STRING)
1783499626.116548 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1783499626.116554 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1783499626.116558 cmdq_get_command: [bind-key/0x58e47251f620] group 2024
1783499626.116560 cmdq_append <global>: [bind-key/0x58e47251f620]
1783499626.116562 yylex_token: end at WS
1783499626.116563 yylex_token: bind
1783499626.116565 yylex_token: end at WS
1783499626.116566 yylex_token: -Tcopy-mode-vi
1783499626.116567 yylex_token: end at WS
1783499626.116568 yylex_token: C-y
1783499626.116570 yylex_token: end at WS
1783499626.116571 yylex_token: send
1783499626.116572 yylex_token: end at WS
1783499626.116573 yylex_token: -X
1783499626.116575 yylex_token: end at WS
1783499626.116576 yylex_token: scroll-up
1783499626.116579 cmd_parse_build_commands 0:0: bind
1783499626.116580 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116581 cmd_parse_build_commands 0:2: C-y
1783499626.116583 cmd_parse_build_commands 0:3 0:0: send
1783499626.116584 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116586 cmd_parse_build_commands 0:3 0:2: scroll-up
1783499626.116587 cmd_parse_build_commands 0:0: send
1783499626.116589 cmd_parse_build_commands 0:1: -X
1783499626.116590 cmd_parse_build_commands 0:2: scroll-up
1783499626.116593 args_parse_flags: next -X
1783499626.116594 args_parse_flags: -X
1783499626.116595 args_parse_flags: next scroll-up
1783499626.116597 args_parse: flags end at 2 of 3
1783499626.116598 args_parse: 2 = scroll-up (type STRING)
1783499626.116601 cmd_parse_build_commands: send-keys -X scroll-up
1783499626.116603 args_parse_flags: next -Tcopy-mode-vi
1783499626.116605 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116606 args_parse_flags: next C-y
1783499626.116607 args_parse: flags end at 2 of 4
1783499626.116608 args_parse: 2 = C-y (type STRING)
1783499626.116611 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1783499626.116616 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1783499626.116619 cmdq_get_command: [bind-key/0x58e47251f8b0] group 2032
1783499626.116621 cmdq_append <global>: [bind-key/0x58e47251f8b0]
1783499626.116622 yylex_token: end at WS
1783499626.116623 yylex_token: bind
1783499626.116625 yylex_token: end at WS
1783499626.116626 yylex_token: -Tcopy-mode-vi
1783499626.116627 yylex_token: end at WS
1783499626.116628 yylex_token: Escape
1783499626.116630 yylex_token: end at WS
1783499626.116631 yylex_token: send
1783499626.116632 yylex_token: end at WS
1783499626.116633 yylex_token: -X
1783499626.116635 yylex_token: end at WS
1783499626.116636 yylex_token: clear-selection
1783499626.116638 cmd_parse_build_commands 0:0: bind
1783499626.116640 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116641 cmd_parse_build_commands 0:2: Escape
1783499626.116642 cmd_parse_build_commands 0:3 0:0: send
1783499626.116644 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116645 cmd_parse_build_commands 0:3 0:2: clear-selection
1783499626.116647 cmd_parse_build_commands 0:0: send
1783499626.116649 cmd_parse_build_commands 0:1: -X
1783499626.116650 cmd_parse_build_commands 0:2: clear-selection
1783499626.116653 args_parse_flags: next -X
1783499626.116654 args_parse_flags: -X
1783499626.116656 args_parse_flags: next clear-selection
1783499626.116657 args_parse: flags end at 2 of 3
1783499626.116658 args_parse: 2 = clear-selection (type STRING)
1783499626.116661 cmd_parse_build_commands: send-keys -X clear-selection
1783499626.116663 args_parse_flags: next -Tcopy-mode-vi
1783499626.116664 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116665 args_parse_flags: next Escape
1783499626.116667 args_parse: flags end at 2 of 4
1783499626.116668 args_parse: 2 = Escape (type STRING)
1783499626.116671 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1783499626.116676 cmd_parse_build_commands: bind-key -T copy-mode-vi Escape { send-keys -X clear-selection }
1783499626.116682 cmdq_get_command: [bind-key/0x58e472520420] group 2040
1783499626.116684 cmdq_append <global>: [bind-key/0x58e472520420]
1783499626.116766 yylex_token: end at WS
1783499626.116778 yylex_token: bind
1783499626.116783 yylex_token: end at WS
1783499626.116785 yylex_token: -Tcopy-mode-vi
1783499626.116789 yylex_token: end at WS
1783499626.116791 yylex_token: Space
1783499626.116794 yylex_token: end at WS
1783499626.116796 yylex_token: send
1783499626.116799 yylex_token: end at WS
1783499626.116801 yylex_token: -X
1783499626.116804 yylex_token: end at WS
1783499626.116807 yylex_token: begin-selection
1783499626.116814 cmd_parse_build_commands 0:0: bind
1783499626.116818 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.116820 cmd_parse_build_commands 0:2: Space
1783499626.116824 cmd_parse_build_commands 0:3 0:0: send
1783499626.116826 cmd_parse_build_commands 0:3 0:1: -X
1783499626.116829 cmd_parse_build_commands 0:3 0:2: begin-selection
1783499626.116851 cmd_parse_build_commands 0:0: send
1783499626.116855 cmd_parse_build_commands 0:1: -X
1783499626.116857 cmd_parse_build_commands 0:2: begin-selection
1783499626.116864 args_parse_flags: next -X
1783499626.116866 args_parse_flags: -X
1783499626.116869 args_parse_flags: next begin-selection
1783499626.116872 args_parse: flags end at 2 of 3
1783499626.116875 args_parse: 2 = begin-selection (type STRING)
1783499626.116884 cmd_parse_build_commands: send-keys -X begin-selection
1783499626.116887 args_parse_flags: next -Tcopy-mode-vi
1783499626.116890 args_parse_flag_argument: -T = copy-mode-vi
1783499626.116892 args_parse_flags: next Space
1783499626.116894 args_parse: flags end at 2 of 4
1783499626.116897 args_parse: 2 = Space (type STRING)
1783499626.116904 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
1783499626.116916 cmd_parse_build_commands: bind-key -T copy-mode-vi Space { send-keys -X begin-selection }
1783499626.116922 cmdq_get_command: [bind-key/0x58e47251fb00] group 2048
1783499626.116925 cmdq_append <global>: [bind-key/0x58e47251fb00]
1783499626.116930 yylex_token: end at WS
1783499626.116932 yylex_token: bind
1783499626.116936 yylex_token: end at WS
1783499626.116975 yylex_token: -Tcopy-mode-vi
1783499626.116987 yylex_token: end at WS
1783499626.116990 yylex_token: $
1783499626.116993 yylex_token: end at WS
1783499626.116995 yylex_token: send
1783499626.116998 yylex_token: end at WS
1783499626.117000 yylex_token: -X
1783499626.117003 yylex_token: end at WS
1783499626.117006 yylex_token: end-of-line
1783499626.117013 cmd_parse_build_commands 0:0: bind
1783499626.117016 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.117018 cmd_parse_build_commands 0:2: $
1783499626.117021 cmd_parse_build_commands 0:3 0:0: send
1783499626.117024 cmd_parse_build_commands 0:3 0:1: -X
1783499626.117027 cmd_parse_build_commands 0:3 0:2: end-of-line
1783499626.117032 cmd_parse_build_commands 0:0: send
1783499626.117034 cmd_parse_build_commands 0:1: -X
1783499626.117037 cmd_parse_build_commands 0:2: end-of-line
1783499626.117043 args_parse_flags: next -X
1783499626.117045 args_parse_flags: -X
1783499626.117048 args_parse_flags: next end-of-line
1783499626.117051 args_parse: flags end at 2 of 3
1783499626.117054 args_parse: 2 = end-of-line (type STRING)
1783499626.117063 cmd_parse_build_commands: send-keys -X end-of-line
1783499626.117067 args_parse_flags: next -Tcopy-mode-vi
1783499626.117070 args_parse_flag_argument: -T = copy-mode-vi
1783499626.117072 args_parse_flags: next $
1783499626.117075 args_parse: flags end at 2 of 4
1783499626.117077 args_parse: 2 = $ (type STRING)
1783499626.117083 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1783499626.117093 cmd_parse_build_commands: bind-key -T copy-mode-vi \\$ { send-keys -X end-of-line }
1783499626.117098 cmdq_get_command: [bind-key/0x58e472520760] group 2056
1783499626.117103 cmdq_append <global>: [bind-key/0x58e472520760]
1783499626.117107 yylex_token: end at WS
1783499626.117109 yylex_token: bind
1783499626.117112 yylex_token: end at WS
1783499626.117114 yylex_token: -Tcopy-mode-vi
1783499626.117127 yylex_token: end at WS
1783499626.117129 yylex_token: ,
1783499626.117132 yylex_token: end at WS
1783499626.117134 yylex_token: send
1783499626.117136 yylex_token: end at WS
1783499626.117138 yylex_token: -X
1783499626.117141 yylex_token: end at WS
1783499626.117143 yylex_token: jump-reverse
1783499626.117148 cmd_parse_build_commands 0:0: bind
1783499626.117151 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.117154 cmd_parse_build_commands 0:2: ,
1783499626.117157 cmd_parse_build_commands 0:3 0:0: send
1783499626.117159 cmd_parse_build_commands 0:3 0:1: -X
1783499626.117163 cmd_parse_build_commands 0:3 0:2: jump-reverse
1783499626.117167 cmd_parse_build_commands 0:0: send
1783499626.117169 cmd_parse_build_commands 0:1: -X
1783499626.117172 cmd_parse_build_commands 0:2: jump-reverse
1783499626.117178 args_parse_flags: next -X
1783499626.117180 args_parse_flags: -X
1783499626.117186 args_parse_flags: next jump-reverse
1783499626.117230 args_parse: flags end at 2 of 3
1783499626.117233 args_parse: 2 = jump-reverse (type STRING)
1783499626.117240 cmd_parse_build_commands: send-keys -X jump-reverse
1783499626.117243 args_parse_flags: next -Tcopy-mode-vi
1783499626.117246 args_parse_flag_argument: -T = copy-mode-vi
1783499626.117248 args_parse_flags: next ,
1783499626.117250 args_parse: flags end at 2 of 4
1783499626.117253 args_parse: 2 = , (type STRING)
1783499626.117258 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1783499626.117269 cmd_parse_build_commands: bind-key -T copy-mode-vi , { send-keys -X jump-reverse }
1783499626.117275 cmdq_get_command: [bind-key/0x58e472520ec0] group 2064
1783499626.117278 cmdq_append <global>: [bind-key/0x58e472520ec0]
1783499626.117281 yylex_token: end at WS
1783499626.117283 yylex_token: bind
1783499626.117286 yylex_token: end at WS
1783499626.117288 yylex_token: -Tcopy-mode-vi
1783499626.117290 yylex_token: end at WS
1783499626.117293 yylex_token: /
1783499626.117296 yylex_token: end at WS
1783499626.117298 yylex_token: command-prompt
1783499626.117300 yylex_token: end at WS
1783499626.117302 yylex_token: -T
1783499626.117305 yylex_token: end at WS
1783499626.117307 yylex_token: search
1783499626.117311 yylex_token: end at WS
1783499626.117314 yylex_token: -p(search down)
1783499626.117316 yylex_token: end at WS
1783499626.117318 yylex_token: send
1783499626.117320 yylex_token: end at WS
1783499626.117322 yylex_token: -X
1783499626.117324 yylex_token: end at WS
1783499626.117326 yylex_token: search-forward
1783499626.117329 yylex_token: end at WS
1783499626.117331 yylex_token: %%
1783499626.117337 cmd_parse_build_commands 0:0: bind
1783499626.117339 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.117342 cmd_parse_build_commands 0:2: /
1783499626.117345 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.117347 cmd_parse_build_commands 0:3 0:1: -T
1783499626.117350 cmd_parse_build_commands 0:3 0:2: search
1783499626.117353 cmd_parse_build_commands 0:3 0:3: -p(search down)
1783499626.117356 cmd_parse_build_commands 0:3 0:4 0:0: send
1783499626.117359 cmd_parse_build_commands 0:3 0:4 0:1: -X
1783499626.117362 cmd_parse_build_commands 0:3 0:4 0:2: search-forward
1783499626.117364 cmd_parse_build_commands 0:3 0:4 0:3: %%
1783499626.117369 cmd_parse_build_commands 0:0: command-prompt
1783499626.117371 cmd_parse_build_commands 0:1: -T
1783499626.117374 cmd_parse_build_commands 0:2: search
1783499626.117376 cmd_parse_build_commands 0:3: -p(search down)
1783499626.117379 cmd_parse_build_commands 0:4 0:0: send
1783499626.117382 cmd_parse_build_commands 0:4 0:1: -X
1783499626.117385 cmd_parse_build_commands 0:4 0:2: search-forward
1783499626.117387 cmd_parse_build_commands 0:4 0:3: %%
1783499626.117391 cmd_parse_build_commands 0:0: send
1783499626.117394 cmd_parse_build_commands 0:1: -X
1783499626.117397 cmd_parse_build_commands 0:2: search-forward
1783499626.117399 cmd_parse_build_commands 0:3: %%
1783499626.117405 args_parse_flags: next -X
1783499626.117407 args_parse_flags: -X
1783499626.117410 args_parse_flags: next search-forward
1783499626.117420 args_parse: flags end at 2 of 4
1783499626.117428 args_parse: 2 = search-forward (type STRING)
1783499626.117431 args_parse: 3 = %% (type STRING)
1783499626.117439 cmd_parse_build_commands: send-keys -X search-forward "%%"
1783499626.117443 args_parse_flags: next -T
1783499626.117446 args_parse_flag_argument: -T = search
1783499626.117448 args_parse_flags: next -p(search down)
1783499626.117451 args_parse_flag_argument: -p = (search down)
1783499626.117454 args_parse: flags end at 4 of 5
1783499626.117462 args_parse: 4 = send-keys -X search-forward "%%" (type COMMANDS)
1783499626.117475 cmd_parse_build_commands: command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" }
1783499626.117478 args_parse_flags: next -Tcopy-mode-vi
1783499626.117481 args_parse_flag_argument: -T = copy-mode-vi
1783499626.117483 args_parse_flags: next /
1783499626.117486 args_parse: flags end at 2 of 4
1783499626.117489 args_parse: 2 = / (type STRING)
1783499626.117499 args_parse: 3 = command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" } (type COMMANDS)
1783499626.117514 cmd_parse_build_commands: bind-key -T copy-mode-vi / { command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" } }
1783499626.117520 cmdq_get_command: [bind-key/0x58e472522000] group 2072
1783499626.117523 cmdq_append <global>: [bind-key/0x58e472522000]
1783499626.117532 yylex_token: end at WS
1783499626.117534 yylex_token: bind
1783499626.117538 yylex_token: end at WS
1783499626.117540 yylex_token: -Tcopy-mode-vi
1783499626.117542 yylex_token: end at WS
1783499626.117545 yylex_token: 0
1783499626.117547 yylex_token: end at WS
1783499626.117550 yylex_token: send
1783499626.117552 yylex_token: end at WS
1783499626.117554 yylex_token: -X
1783499626.117557 yylex_token: end at WS
1783499626.117560 yylex_token: start-of-line
1783499626.117565 cmd_parse_build_commands 0:0: bind
1783499626.117568 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.117570 cmd_parse_build_commands 0:2: 0
1783499626.117573 cmd_parse_build_commands 0:3 0:0: send
1783499626.117576 cmd_parse_build_commands 0:3 0:1: -X
1783499626.117579 cmd_parse_build_commands 0:3 0:2: start-of-line
1783499626.117582 cmd_parse_build_commands 0:0: send
1783499626.117585 cmd_parse_build_commands 0:1: -X
1783499626.117588 cmd_parse_build_commands 0:2: start-of-line
1783499626.117593 args_parse_flags: next -X
1783499626.117595 args_parse_flags: -X
1783499626.117598 args_parse_flags: next start-of-line
1783499626.117600 args_parse: flags end at 2 of 3
1783499626.117603 args_parse: 2 = start-of-line (type STRING)
1783499626.117608 cmd_parse_build_commands: send-keys -X start-of-line
1783499626.117611 args_parse_flags: next -Tcopy-mode-vi
1783499626.117614 args_parse_flag_argument: -T = copy-mode-vi
1783499626.117616 args_parse_flags: next 0
1783499626.117618 args_parse: flags end at 2 of 4
1783499626.117621 args_parse: 2 = 0 (type STRING)
1783499626.117626 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1783499626.117635 cmd_parse_build_commands: bind-key -T copy-mode-vi 0 { send-keys -X start-of-line }
1783499626.117641 cmdq_get_command: [bind-key/0x58e472521b30] group 2084
1783499626.117645 cmdq_append <global>: [bind-key/0x58e472521b30]
1783499626.117648 yylex_token: end at WS
1783499626.117650 yylex_token: bind
1783499626.117653 yylex_token: end at WS
1783499626.117655 yylex_token: -Tcopy-mode-vi
1783499626.117658 yylex_token: end at WS
1783499626.117660 yylex_token: 1
1783499626.117663 yylex_token: end at WS
1783499626.117666 yylex_token: command-prompt
1783499626.117669 yylex_token: end at WS
1783499626.117671 yylex_token: -Np(repeat)
1783499626.117674 yylex_token: end at WS
1783499626.117676 yylex_token: -I1
1783499626.117678 yylex_token: end at WS
1783499626.117680 yylex_token: send
1783499626.117682 yylex_token: end at WS
1783499626.117684 yylex_token: -N
1783499626.117687 yylex_token: end at WS
1783499626.117689 yylex_token: %%
1783499626.117694 cmd_parse_build_commands 0:0: bind
1783499626.117697 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.117703 cmd_parse_build_commands 0:2: 1
1783499626.117707 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.117710 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.117712 cmd_parse_build_commands 0:3 0:2: -I1
1783499626.117716 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.117718 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.117721 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.117725 cmd_parse_build_commands 0:0: command-prompt
1783499626.117727 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.117730 cmd_parse_build_commands 0:2: -I1
1783499626.117732 cmd_parse_build_commands 0:3 0:0: send
1783499626.117735 cmd_parse_build_commands 0:3 0:1: -N
1783499626.117737 cmd_parse_build_commands 0:3 0:2: %%
1783499626.117741 cmd_parse_build_commands 0:0: send
1783499626.117743 cmd_parse_build_commands 0:1: -N
1783499626.117745 cmd_parse_build_commands 0:2: %%
1783499626.117750 args_parse_flags: next -N
1783499626.117753 args_parse_flag_argument: -N = %%
